1,1.0,442.04046630859375,341.4832763671875,31.7066650390625,89.79501342773438,-1,-1,-1
2,1.0,440.6217956542969,340.3966369628906,32.388336181640625,85.88662719726562,-1,-1,-1
3,1.0,440.716552734375,337.86822509765625,31.742828369140625,84.71469116210938,-1,-1,-1
4,1.0,440.901123046875,334.52935791015625,31.404449462890625,83.625732421875,-1,-1,-1
5,1.0,440.78094482421875,329.6943054199219,31.190948486328125,83.5716552734375,-1,-1,-1
6,1.0,440.71112060546875,325.0190124511719,31.31597900390625,83.27285766601562,-1,-1,-1
7,1.0,440.6495056152344,321.745361328125,31.5748291015625,82.21456909179688,-1,-1,-1
8,1.0,440.9138488769531,318.49566650390625,31.2364501953125,83.24737548828125,-1,-1,-1
9,1.0,440.8230895996094,315.2272644042969,31.197845458984375,85.024169921875,-1,-1,-1
10,1.0,441.0423583984375,313.17877197265625,31.078460693359375,86.01828002929688,-1,-1,-1
11,1.0,441.17791748046875,311.6968688964844,31.28375244140625,86.81936645507812,-1,-1,-1
12,1.0,441.6240539550781,309.8055114746094,31.074310302734375,87.17001342773438,-1,-1,-1
13,1.0,441.5860290527344,308.1441955566406,31.487152099609375,87.00784301757812,-1,-1,-1
14,1.0,441.9110107421875,306.2679443359375,31.611663818359375,87.5120849609375,-1,-1,-1
15,1.0,442.191162109375,303.9828796386719,31.807159423828125,86.99978637695312,-1,-1,-1
16,1.0,442.5190734863281,300.9692077636719,31.60491943359375,87.74545288085938,-1,-1,-1
17,1.0,442.8155517578125,297.93670654296875,31.6546630859375,87.18963623046875,-1,-1,-1
18,1.0,442.72369384765625,295.368896484375,31.50677490234375,87.57098388671875,-1,-1,-1
19,1.0,442.9021911621094,292.4776916503906,31.14678955078125,85.49526977539062,-1,-1,-1
20,1.0,443.1313171386719,290.19561767578125,31.245208740234375,84.5078125,-1,-1,-1
21,1.0,443.1625671386719,287.4559326171875,31.607208251953125,84.90695190429688,-1,-1,-1
22,1.0,442.99591064453125,284.5403137207031,31.93719482421875,85.13467407226562,-1,-1,-1
23,1.0,442.8984680175781,282.2336120605469,32.773162841796875,85.385498046875,-1,-1,-1
24,1.0,443.1387634277344,280.29925537109375,32.36273193359375,85.22787475585938,-1,-1,-1
25,1.0,442.3301086425781,278.6478271484375,33.327880859375,84.35369873046875,-1,-1,-1
26,1.0,442.092041015625,276.7654113769531,33.95330810546875,84.54959106445312,-1,-1,-1
27,1.0,441.5653991699219,274.6502990722656,34.0130615234375,86.8834228515625,-1,-1,-1
28,1.0,441.29217529296875,272.40350341796875,34.682037353515625,88.13925170898438,-1,-1,-1
29,1.0,441.01025390625,270.1815185546875,34.73193359375,88.23092651367188,-1,-1,-1
30,1.0,441.1554260253906,267.9818420410156,34.211334228515625,88.54849243164062,-1,-1,-1
31,1.0,441.11932373046875,265.8353576660156,33.13079833984375,87.4708251953125,-1,-1,-1
32,1.0,441.6164855957031,263.6372375488281,32.404327392578125,86.24517822265625,-1,-1,-1
33,1.0,441.8749084472656,261.7731018066406,31.86322021484375,83.8470458984375,-1,-1,-1
34,1.0,442.1118469238281,259.5517578125,32.039215087890625,83.19046020507812,-1,-1,-1
35,1.0,442.2666931152344,257.384521484375,32.1370849609375,83.57125854492188,-1,-1,-1
36,1.0,442.0906066894531,255.29832458496094,32.36212158203125,83.65400695800781,-1,-1,-1
37,1.0,442.1810302734375,253.48446655273438,32.7318115234375,83.33444213867188,-1,-1,-1
38,1.0,442.697265625,251.83163452148438,32.17626953125,84.01617431640625,-1,-1,-1
39,1.0,442.9055480957031,250.58534240722656,31.865966796875,83.95649719238281,-1,-1,-1
40,1.0,443.0375061035156,249.79058837890625,31.313507080078125,83.44097900390625,-1,-1,-1
41,1.0,443.0513916015625,248.7177734375,31.56854248046875,84.22845458984375,-1,-1,-1
42,1.0,443.0571594238281,247.39646911621094,31.905059814453125,85.33839416503906,-1,-1,-1
43,1.0,443.30340576171875,244.89755249023438,32.197784423828125,86.03097534179688,-1,-1,-1
44,1.0,443.42633056640625,243.4378204345703,32.486907958984375,86.03373718261719,-1,-1,-1
45,1.0,443.953369140625,241.92849731445312,32.030792236328125,86.70977783203125,-1,-1,-1
46,1.0,444.63958740234375,240.27288818359375,32.1732177734375,88.22442626953125,-1,-1,-1
47,1.0,445.2968444824219,239.07626342773438,31.054901123046875,88.4932861328125,-1,-1,-1
48,1.0,446.2634582519531,237.52305603027344,30.330810546875,88.28575134277344,-1,-1,-1
49,1.0,446.1134338378906,235.69741821289062,30.537139892578125,85.88583374023438,-1,-1,-1
50,1.0,446.605224609375,233.69540405273438,30.8768310546875,85.30404663085938,-1,-1,-1
51,1.0,447.5863342285156,231.729248046875,30.847259521484375,83.3505859375,-1,-1,-1
52,1.0,448.2890319824219,231.10841369628906,30.803375244140625,85.41267395019531,-1,-1,-1
53,1.0,448.0096130371094,229.43568420410156,30.531402587890625,88.21766662597656,-1,-1,-1
54,1.0,446.86578369140625,228.24771118164062,31.425384521484375,89.10781860351562,-1,-1,-1
