1,1.0,255.5993194580078,242.11802673339844,18.686508178710938,58.28321838378906,-1,-1,-1
1,2.0,421.85137939453125,394.70709228515625,26.855010986328125,44.888336181640625,-1,-1,-1
2,1.0,255.28900146484375,242.36831665039062,18.54193115234375,57.909637451171875,-1,-1,-1
2,2.0,419.127685546875,393.10870361328125,28.50311279296875,46.43902587890625,-1,-1,-1
3,1.0,255.06968688964844,243.59844970703125,18.372360229492188,57.099151611328125,-1,-1,-1
3,2.0,417.0077819824219,391.9848327636719,29.356475830078125,47.542083740234375,-1,-1,-1
4,1.0,254.12889099121094,244.490478515625,19.127212524414062,57.158660888671875,-1,-1,-1
4,2.0,414.4468078613281,390.791015625,30.542724609375,48.75994873046875,-1,-1,-1
5,1.0,253.90713500976562,244.87449645996094,18.995147705078125,56.83177185058594,-1,-1,-1
5,2.0,411.8511657714844,388.9869384765625,32.241424560546875,50.455108642578125,-1,-1,-1
6,1.0,253.51121520996094,244.6483154296875,19.085464477539062,56.607818603515625,-1,-1,-1
6,2.0,410.1474609375,387.3100891113281,33.172576904296875,52.178802490234375,-1,-1,-1
7,1.0,253.37152099609375,245.2032928466797,18.85491943359375,56.22227478027344,-1,-1,-1
7,2.0,408.40093994140625,386.1290283203125,33.9681396484375,53.397430419921875,-1,-1,-1
8,1.0,253.08665466308594,245.41770935058594,18.673263549804688,56.40180969238281,-1,-1,-1
8,2.0,407.5097351074219,385.31976318359375,34.010345458984375,54.20684814453125,-1,-1,-1
9,1.0,252.6722412109375,244.9998779296875,18.614166259765625,56.752777099609375,-1,-1,-1
9,2.0,406.4586486816406,384.2159118652344,34.09368896484375,55.253814697265625,-1,-1,-1
10,1.0,252.31944274902344,245.2210235595703,18.521713256835938,56.43223571777344,-1,-1,-1
10,2.0,405.3999938964844,383.56622314453125,34.407379150390625,55.99139404296875,-1,-1,-1
11,1.0,251.6328887939453,245.9781494140625,18.807357788085938,55.8079833984375,-1,-1,-1
11,2.0,404.4418640136719,382.6496887207031,34.3402099609375,56.86505126953125,-1,-1,-1
12,1.0,251.37353515625,246.69691467285156,18.98138427734375,55.39494323730469,-1,-1,-1
12,2.0,403.6845703125,381.6337585449219,34.4559326171875,57.89697265625,-1,-1,-1
13,1.0,251.12156677246094,247.1687469482422,18.853561401367188,55.14204406738281,-1,-1,-1
13,2.0,403.0845947265625,380.5360107421875,34.40753173828125,59.039886474609375,-1,-1,-1
13,5.0,283.7422180175781,309.3731384277344,22.22650146484375,59.69097900390625,-1,-1,-1
14,1.0,250.63104248046875,247.55882263183594,19.06622314453125,55.25874328613281,-1,-1,-1
14,2.0,402.5516357421875,379.53094482421875,34.169952392578125,60.1708984375,-1,-1,-1
14,5.0,283.2521667480469,309.03558349609375,22.229705810546875,58.891448974609375,-1,-1,-1
15,1.0,250.2008056640625,247.9291229248047,19.08349609375,55.48152160644531,-1,-1,-1
15,2.0,401.8736267089844,378.26531982421875,33.88336181640625,61.423248291015625,-1,-1,-1
15,5.0,283.08538818359375,308.5303649902344,21.85296630859375,59.13623046875,-1,-1,-1
16,1.0,249.99952697753906,248.11708068847656,18.885025024414062,55.50120544433594,-1,-1,-1
16,2.0,401.47869873046875,376.61090087890625,33.1551513671875,62.9993896484375,-1,-1,-1
16,5.0,282.6979675292969,307.31085205078125,21.85205078125,60.012786865234375,-1,-1,-1
17,1.0,249.7700958251953,248.45263671875,18.793350219726562,55.48907470703125,-1,-1,-1
17,2.0,401.09747314453125,374.88323974609375,32.60821533203125,64.79931640625,-1,-1,-1
17,5.0,282.16131591796875,306.08648681640625,22.11126708984375,61.19073486328125,-1,-1,-1
17,7.0,304.1044616699219,369.2163391113281,23.800048828125,61.559661865234375,-1,-1,-1
18,1.0,249.7740936279297,248.60011291503906,18.386032104492188,55.71531677246094,-1,-1,-1
18,2.0,400.83587646484375,373.5387268066406,31.7369384765625,66.19842529296875,-1,-1,-1
18,5.0,281.48492431640625,305.3072204589844,22.457611083984375,61.52581787109375,-1,-1,-1
18,7.0,303.3813781738281,368.7621765136719,24.354888916015625,61.91851806640625,-1,-1,-1
19,1.0,249.2880859375,248.57212829589844,18.36083984375,56.03083801269531,-1,-1,-1
19,2.0,400.46368408203125,372.3541564941406,30.84930419921875,67.25863647460938,-1,-1,-1
19,5.0,280.90576171875,304.3902282714844,22.48760986328125,62.0260009765625,-1,-1,-1
19,7.0,302.679931640625,367.947265625,24.15289306640625,62.3973388671875,-1,-1,-1
20,1.0,248.95162963867188,248.64334106445312,18.576568603515625,55.707550048828125,-1,-1,-1
20,2.0,400.2853698730469,371.50579833984375,30.035797119140625,68.2332763671875,-1,-1,-1
20,5.0,280.5650329589844,303.6379699707031,22.611358642578125,62.645660400390625,-1,-1,-1
20,7.0,302.2331848144531,367.7923278808594,23.920257568359375,62.121826171875,-1,-1,-1
21,1.0,248.50579833984375,248.97140502929688,18.49163818359375,56.367431640625,-1,-1,-1
21,2.0,399.4269714355469,370.81103515625,29.512451171875,68.95553588867188,-1,-1,-1
21,5.0,280.8519287109375,302.7856140136719,21.81134033203125,62.78582763671875,-1,-1,-1
21,7.0,301.2532653808594,367.54443359375,25.384429931640625,62.658050537109375,-1,-1,-1
22,1.0,248.0659942626953,249.00286865234375,18.377853393554688,56.605926513671875,-1,-1,-1
22,2.0,398.46978759765625,370.1999206542969,29.18096923828125,69.4263916015625,-1,-1,-1
22,5.0,280.7790222167969,302.31402587890625,21.233154296875,62.211761474609375,-1,-1,-1
22,7.0,300.77911376953125,366.9983215332031,25.150482177734375,63.0623779296875,-1,-1,-1
23,1.0,247.45849609375,249.14535522460938,18.71868896484375,56.657012939453125,-1,-1,-1
23,2.0,397.3701171875,369.19183349609375,28.947845458984375,70.40786743164062,-1,-1,-1
23,5.0,279.7835388183594,301.3410339355469,21.6156005859375,61.31756591796875,-1,-1,-1
23,7.0,300.03961181640625,366.189453125,26.623138427734375,61.55316162109375,-1,-1,-1
24,1.0,247.2127227783203,249.4124298095703,18.779586791992188,56.46653747558594,-1,-1,-1
24,2.0,396.2718811035156,368.581298828125,28.705047607421875,71.12808227539062,-1,-1,-1
24,5.0,279.2005615234375,300.46954345703125,21.67388916015625,60.001708984375,-1,-1,-1
24,7.0,299.29779052734375,365.3773193359375,28.315582275390625,60.104705810546875,-1,-1,-1
